name,base,type,frequency
Zeitspanne,Zeitspann|Zeitspanne,NN,22977
verschenkt,verschenken,VVPP,22976.68918
erzählten,erzählen,VVFIN,22974.43106
Leistungssteigerung,Leistungssteigerung,NN,22974
Landrätin,Landrätin,NN,22973
Vielseitigkeit,Vielseitigkeit,NN,22973
Muslim,Muslim,NN,22973
Ltd.,unknown,NE,22971.02793
verbleiben,verbleiben,VVINF,22970.60163
Hofbauer,Hofbauer,NN,22970
Baskets,UNKNOWN,NE,22968.2038
Fundus,Fundus,NN,22968
Frankfurts,Frankfurt,NE,22967
belästigt,belästigen,VVPP,22966.92703
wirkungsvoll,wirkungsvoll,ADJD,22966
Bulle,Bulle,NN,22964
Gegenwind,Gegenwind,NN,22964
stattfanden,stattfinden,VVFIN,22963
Gehege,Gehege,NN,22957
BDP,UNKNOWN,NE,22956.97655
1795,@card@,CARD,22956
Gelb-Rote,Gelb-Rote,NN,22955
unfähig,unfähig,ADJD,22952
Channel,UNKNOWN,NE,22951.08385
Kilowattstunde,Kilowattstunde,NN,22951
spezifisch,spezifisch,ADJD,22949
vorgetragenen,vorgetragen,ADJA,22948
Kirchhof,Kirchhof,NN,22948
Pullover,Pullover,NN,22947
Woman,UNKNOWN,NE,22946.32745
Mountainbike,Mountainbike,NN,22946
Century,UNKNOWN,NE,22945.70744
Darunter,darunter,ADV,22944.85104
Lou,Lou,NE,22942.88764
Ahmadinedschad,UNKNOWN,NE,22942.76708
 Jahrhundert,unknown,ADJA,22942.22591
abweichende,abweichend,ADJA,22941
171,@card@,CARD,22937
Streife,Streife,NN,22936.00895
auslöste,auslösen,VVFIN,22936
Thierry,Thierry,NE,22935
wandelte,wandeln,VVFIN,22934
Entwurfs,Entwurf,NN,22931
Missverständnisse,Mißverständnis,NN,22930
moderierte,moderieren,VVFIN,22929.82928
lukrativen,lukrativ,ADJA,22929
Christentums,Christentum,NN,22927
Usbekistan,Usbekistan,NE,22926
aufgesucht,aufsuchen,VVPP,22926
Folie,Folie,NN,22925
Bürgerkriegs,Bürgerkrieg,NN,22925
Sommermonaten,Sommermonat,NN,22925
Reggae,Reggae,NN,22925
Sounds,Sound,NN,22923
Hattrick,Hattrick,NN,22921
befristete,befristet,ADJA,22920.77483
Emily,Emily,NE,22920
erlernte,erlernen,VVFIN,22918.86107
Suter,UNKNOWN,NE,22918.63458
Bodens,Boden,NN,22918
Zweidrittelmehrheit,Zweidrittelmehrheit,NN,22916
Rückführung,Rückführung,NN,22914
Still,still,ADJD,22913.0832
Finanzvorstand,Finanzvorstand,NN,22912
meiden,meiden,VVINF,22909.58957
Bautzen,Bautzen,NE,22909
siegreich,siegreich,ADJD,22908
Ana,Ana,NE,22907.60973
Mindestlöhne,Mindestlohn,NN,22907
Isolde,Isolde,NE,22906
Abonnenten,Abonnent,NN,22905
Bitten,Bitte,NN,22903.60044
ausstellen,ausstellen,VVINF,22901.99373
Affären,Affäre,NN,22901.79254
Luke,Luke,NN,22901
Ruck,Ruck,NN,22899
208,@card@,CARD,22899
Ch.,Ch.,NE,22895
immensen,immens,ADJA,22894
tragenden,tragend,ADJA,22891
Pipeline,Pipeline,NN,22891
Lay,Lay,NE,22890.84266
jo,jo,NE,22890.79623
Höchststand,Höchststand,NN,22890
unerlässlich,unerlässlich,ADJD,22890
Regelfall,Regelfall,NN,22889
'Ich,unknown,NE,22888.50347
Absagen,Absage,NN,22888.24287
Knoll,UNKNOWN,NE,22888.23969
schmerzt,schmerzen,VVFIN,22885.79006
Statuen,Statue,NN,22885
Gottesdienstes,Gottesdienst,NN,22885
Angleichung,Angleichung,NN,22885
Jubilare,Jubilar,NN,22883
Förderkreis,Förderkreis,NN,22882
Oppermann,Oppermann,NE,22877
cvd@dpa,unknown,NE,22876.70585
defensiven,defensiv,ADJA,22876
Festspielhaus,Festspielhaus,NN,22873
tummeln,tummeln,VVFIN,22872.05565
kampflos,kampflos,ADJD,22869
auszurichten,ausrichten,VVIZU,22868
Petry,UNKNOWN,NE,22867.15674
HANS,HANS,NE,22867
Unternehmensberater,Unternehmensberater,NN,22867
nordischen,nordisch,ADJA,22864
Greifswalder,UNKNOWN,ADJA,22863.96373
Prostituierten,Prostituierte,NN,22862.15215
anstrebt,anstreben,VVFIN,22862
Zwerge,Zwerg,NN,22861
anfallen,anfallen,VVINF,22860.51931
Italienische,italienisch,ADJA,22856.64737
holländische,holländisch,ADJA,22856
Ungereimtheiten,Ungereimtheit,NN,22854
Bankgesellschaft,Bankgesellschaft,NN,22853
überreicht,überreichen,VVFIN,22852.06426
Stadtsaal,Stadtsaal,NN,22851.62251
entpuppt,entpuppen,VVFIN,22851.45372
Tanzmusik,Tanzmusik,NN,22851
Hintern,Hintern,NN,22850.71786
Jahreszahl,Jahreszahl,NN,22849
Blood,UNKNOWN,NE,22848.2452
ski,ski,NE,22848.21432
unbefriedigend,unbefriedigend,ADJD,22847
Idealismus,Idealismus,NN,22846
beinhalten,beinhalten,VVINF,22845.47627
Stadtbahn,Stadtbahn,NN,22845
Saalfelden,UNKNOWN,NE,22844.93714
Ausmaße,Ausmaß,NN,22843
Salzig,salzig,ADJD,22842
Oberpullendorf,Oberpullendorf,NN,22842
Augustus,Augustus,NE,22840
Frisur,Frisur,NN,22839
Verbote,Verbot,NN,22836.01836
Ratsmitglied,Ratsmitglied,NN,22836
Universitätsklinik,Universitätsklinik,NN,22835
redlich,redlich,ADJD,22834
Ernüchterung,Ernüchterung,NN,22832
satten,satt,ADJA,22832
Brustkrebs,Brustkrebs,NN,22831
Ausstellern,Aussteller,NN,22829
Schaefer,Schaefer,NE,22825
GH,GH,NE,22821.04442
Audi,Audi,NN,22820.48415
Friedhöfe,Friedhof,NN,22819
Zeitungsartikel,Zeitungsartikel,NN,22819
bäuerlichen,bäuerlich,ADJA,22819
Unteren,unter,ADJA,22817.98758
LC,UNKNOWN,NE,22817.73193
erblickte,erblicken,VVFIN,22817.08813
Verkehrsverbund,Verkehrsverbund,NN,22817
Handke,Handke,NE,22816
Wermutstropfen,Wermutstropfen,NN,22815
Auslagerung,Auslagerung,NN,22814
AUF,AUF,NE,22814
Seuche,Seuche,NN,22813
Anschlussstelle,Anschlussstelle,NN,22811.45853
Kantine,Kantine,NN,22811
Verachtung,Verachtung,NN,22810
Area,UNKNOWN,NE,22809.36515
verweise,verweisen,VVFIN,22809
promovierte,promoviert,ADJA,22808.26661
Handschuhe,Handschuh,NN,22808
ausgeprägte,ausgeprägt,ADJA,22807
Müssen,müssen,VMFIN,22806.43366
übergegangen,übergehen,VVPP,22805
aufgezogen,aufziehen,VVPP,22805
Entscheide,Entscheid,NN,22802.59511
Wahlkommission,Wahlkommission,NN,22802
Unterstellung,Unterstellung,NN,22802
Lebenstedt,UNKNOWN,NE,22801.15565
lateinisch,lateinisch,ADJD,22800
Aktienkurse,Aktienkurs,NN,22799
beharrlich,beharrlich,ADJD,22798
Liberalismus,Liberalismus,NN,22798
Card,Card,NN,22797
Fünfte,Fünfte,NN,22796.78906
Alternativ,alternativ,ADJD,22796
anzuschließen,anschließen,VVIZU,22796
spiegeln,spiegeln,VVFIN,22793.01482
erzielte,erzielt,ADJA,22791.83893
1987,@ord@,ADJA,22790
Bananen,Banane,NN,22789
zugelassenen,zugelassen,ADJA,22783
grüßt,grüßen,VVFIN,22780.45339
feststellte,feststellen,VVFIN,22780
Emigration,Emigration,NN,22778
Knight,UNKNOWN,NE,22777.15144
Schanze,Schanze,NN,22777
Militärdienst,Militärdienst,NN,22776
geteilten,geteilt,ADJA,22775
Fortpflanzung,Fortpflanzung,NN,22774
Widerstandes,Widerstand,NN,22774
Geldbuße,Geldbuße,NN,22774
6,@card@,CARD,22774
Tolle,toll,ADJA,22770.56686
vereinfacht,vereinfachen,VVPP,22769.38414
Hudson,UNKNOWN,NE,22768.83406
1780,@card@,CARD,22767
Läufe,Lauf,NN,22767
Festplatte,Festplatte,NN,22764
befürworten,befürworten,VVFIN,22761.71652
sechzehn,sechzehn,CARD,22760
PCs,PC,NN,22757.23916
rausgenommen,rausnehmen,VVPP,22756.90301
Ikone,Ikon|Ikone,NN,22755
Türkische,türkisch,ADJA,22754.91333
votierten,votieren,VVFIN,22753.84909
Sumpf,Sumpf,NN,22753
Kogler,UNKNOWN,NE,22750.07375
Zeitgleich,zeitgleich,ADJD,22750
Weihnachtsgeschäft,Weihnachtsgeschäft,NN,22750
Barrikaden,Barrikade,NN,22749
Meere,Meer,NN,22749
geknackt,knacken,VVPP,22749
berührt,berühren,VVFIN,22748.88372
epd,epd,FM,22745.33058
Rotation,Rotation,NN,22745
Aufbruchstimmung,Aufbruchstimmung,NN,22745
470,@card@,CARD,22744
Nachwuchses,Nachwuchs,NN,22744
ausklingen,ausklingen,VVINF,22743.45755
Verdoppelung,Verdoppelung,NN,22742
verschiedenste,verschieden,ADJA,22741
Tieres,Tier,NN,22741
mutigen,mutig,ADJA,22740
Dasselbe,dieselbe,PDS,22739.24105
Text.,unknown,NN,22738.95276
beerdigt,beerdigen,VVPP,22737.56936
schwarz-gelbe,unknown,ADJA,22737.12065
Österreichern,Österreicher,NN,22737
Kuss,Kuß,NN,22735
Assoziationen,Assoziation,NN,22735
Größere,groß,ADJA,22734.96905
weiche,weich,ADJA,22734.25028
republikanische,republikanisch,ADJA,22734
Delegiertenversammlung,Delegiertenversammlung,NN,22734
geschriebene,geschrieben,ADJA,22734
23.3,@card@,CARD,22734
Prestige,Prestige,NN,22733
irrtümlich,irrtümlich,ADJD,22733
Nordens,Norden,NN,22728
Abt.,unknown,ADJA,22725.68833
offizielles,offiziell,ADJA,22725
Nominierungen,Nominierung,NN,22725
Ortsmitte,Ortsmitte,NN,22725
Kammerspiele,Kammerspiel,NN,22725
woraus,woraus,PWAV,22723
23/,@card@,CARD,22723
Ausschreibungen,Ausschreibung,NN,22721
Inschriften,Inschrift,NN,22721
Ringstraße,Ringstraße,NN,22720
Gangster,Gangster,NN,22719.19471
motivierte,motiviert,ADJA,22718.33911
hinab,hinab,PTKVZ,22716.16164
Vorlesung,Vorlesung,NN,22713
Newcomer,Newcomer,NN,22713
repräsentativ,repräsentativ,ADJD,22712
vernetzt,vernetzen,VVPP,22711.98781
Realschulen,Realschule,NN,22706
Diavortrag,Diavortrag,NN,22706
Aufstiegsrunde,Aufstiegsrunde,NN,22705
Embryonen,Embryo,NN,22704.684
Landeshaushalt,Landeshaushalt,NN,22704
Gehorsam,Gehorsam,NN,22703.74631
gehenden,gehend,ADJA,22703
Globe,UNKNOWN,NE,22700.2037
Tiflis,Tiflis,NE,22699
hunderttausend,hunderttausend,CARD,22699
effektiver,effektiv,ADJD,22698.93046
Betreten,Betreten,NN,22697.41754
188,@card@,CARD,22696
anzumelden,anmelden,VVIZU,22696
Solingen,Solingen,NE,22695
ausgeschüttet,ausschütten,VVPP,22692
13.45,@card@,CARD,22691
Bundesversammlung,Bundesversammlung,NN,22690
Auszählung,Auszählung,NN,22690
gemütlicher,gemütlich,ADJA,22689.99369
Tribunal,Tribunal,NN,22689.93866
Machtergreifung,Machtergreifung,NN,22688
Popstar,Popstar,NN,22687
Eleonore,Eleonore,NE,22686
Wehner,Wehner,NE,22684
Fanny,Fanny,NE,22684
unerwünscht,unerwünscht,ADJD,22683
prämiert,prämieren,VVPP,22682.9613
Hauptgebäude,Hauptgebäude,NN,22682
betrunken,betrinken,VVPP,22680.36049
artikel/,unknown,NE,22679.3022
stamme,stammen,VVFIN,22679
Donner,Donner,NN,22679
blauer,blau,ADJA,22678.88001
durchsetzt,durchsetzen,VVPP,22677.18102
Fahrerlaubnis,Fahrerlaubnis,NN,22676
erkrankte,erkrankt,ADJA,22675.03267
stach,stechen,VVFIN,22673
Held,Held,NE,22671.59078
Grundversorgung,Grundversorgung,NN,22671
Stadtfest,Stadtfest,NN,22670
Brunn,Brunn,NN,22670
Grundrecht,Grundrecht,NN,22670
Seminaren,Seminar,NN,22669.35894
Szenerie,Szenerie,NN,22669
berechtigten,berechtigt,ADJA,22667.77159
Nachmittag,nachmittag,ADV,22667.42551
Duelle,Duell,NN,22667.15398
Iserlohn,Iserlohn,NE,22667
Cabrio,Cabrio,NN,22667
orientierten,orientiert,ADJA,22666.53582
Oppositionspartei,Oppositionspartei,NN,22665
ordentlicher,ordentlich,ADJA,22663.81652
befristet,befristen,VVPP,22663.23317
Verkehrsministerium,Verkehrsministerium,NN,22663
strittigen,strittig,ADJA,22663
Gesundheitssystem,Gesundheitssystem,NN,22662
Henn,Henn,NE,22662
UCI,unknown,NE,22660.71678
wiederhole,wiederholen,VVFIN,22660
anderseits,anderseits,ADV,22658
13.15,@card@,CARD,22658
Zuzug,Zuzug,NN,22656
häufigste,häufig,ADJA,22655
Kurstadt,Kurstadt,NN,22654
kf,kf,NE,22650.92969
Rheinbreitbach,Rheinbreitbach,NE,22650
Bundeskanzlers,Bundeskanzler,NN,22648
Walde,Wald,NN,22647
uk,uk,NE,22644.96366
Wendepunkt,Wendepunkt,NN,22640
Weltanschauung,Weltanschauung,NN,22639
gefeuert,feuern,VVPP,22636
Osnabrücker,Osnabrücker,NN,22636
Freiberg,Freiberg,NE,22633.61597
bezwingen,bezwingen,VVINF,22633.412
erfordern,erfordern,VVINF,22631.29464
Montgomery,UNKNOWN,NE,22630.16244
Vereinshaus,Vereinshaus,NN,22630
ein,ein,CARD,22629.20287
eingeht,eingehen,VVFIN,22629
ausweiten,ausweiten,VVINF,22627.54182
Lesen,lesen,VVFIN,22626.42155
Leistungssport,Leistungssport,NN,22625.09991
Hefte,Heft,NN,22625.04005
eingefangen,einfangen,VVPP,22625
vereinten,vereint,ADJA,22623.09491
Trab,Trab,NN,22622
Anscheinend,anscheinend,ADJD,22621
Eingangstür,Eingangstür,NN,22619
Jahresabschluss,Jahresabschluss,NN,22618
skandinavischen,skandinavisch,ADJA,22615
Coast,UNKNOWN,NE,22612.02775
Partitur,Partitur,NN,22612
Baseball,Baseball,NN,22610
angibt,angeben,VVFIN,22607
Grabungen,Grabung,NN,22607
blühenden,blühend,ADJA,22606
Bänder,Band,NN,22606
Wide,UNKNOWN,NE,22605.09611
Lüttich,UNKNOWN,NE,22602.64765
feindliche,feindlich,ADJA,22602
rassistischen,rassistisch,ADJA,22601
favorisierten,favorisiert,ADJA,22600.96467
Patenschaft,Patenschaft,NN,22600
kosteten,kosten,VVFIN,22600
erkenne,erkennen,VVFIN,22599
Stammplatz,Stammplatz,NN,22599
miterleben,miterleben,VVINF,22598.84705
entsetzt,entsetzt,ADJD,22598.41994
TS,TS,NE,22598.06736
verdienter,verdient,ADJA,22597.99091
grenzüberschreitende,grenzüberschreitend,ADJA,22597
ängstlich,ängstlich,ADJD,22597
Maradona,Maradona,NE,22596
Anwälten,Anwalt,NN,22595
Prellungen,Prellung,NN,22594
Auslaufen,Auslaufen,NN,22593.90148
Eastern,UNKNOWN,NE,22591.42724
Niederzissen,Niederzissen,NE,22587.01008
Tücken,Tücke,NN,22587
völliger,völlig,ADJA,22585.68653
benannten,benannt,ADJA,22585.00374
Prozentsatz,Prozentsatz,NN,22585
Umlage,Umlage,NN,22585
protestantische,protestantisch,ADJA,22584
verlinkten,verlinkt,ADJA,22582.01293
geparkten,geparkt,ADJA,22582
Frederik,Frederik,NE,22581
gespielten,gespielt,ADJA,22581
Cool,cool,ADJD,22579
Fachwelt,Fachwelt,NN,22577
Wahn,Wahn,NN,22577
Lucius,Lucius,NE,22576
Jeremy,Jeremy,NE,22576
bezahlte,bezahlen,VVFIN,22574.96762
Friedberg,Friedberg,NE,22573.91183
Innenpolitik,Innenpolitik,NN,22573
klugen,klug,ADJA,22570
Abbild,Abbild,NN,22569
1796,@card@,CARD,22569
Hochtief,Hochtief,NN,22569
Weggang,Weggang,NN,22568
Hautfarbe,Hautfarbe,NN,22566
Schützengesellschaft,Schützengesellschaft,NN,22565
WM-Qualifikation,WM-Qualifikation,NN,22565
Unterwegs,unterwegs,ADV,22562.27395
Flandern,Flandern,NN,22561.05896
brannten,brennen,VVFIN,22560
14-,14-,TRUNC,22560
Konflikte/,unknown,NE,22554.17713
Curtis,Curtis,NE,22554
Sprit,Sprit,NN,22554
García,UNKNOWN,NE,22553.97233
unterdrückt,unterdrücken,VVPP,22553.64605
reizt,reizen,VVFIN,22552.59826
politik-ausland@dpa,unknown,NE,22551.04453
mithelfen,mithelfen,VVINF,22548.93656
Zügel,Zügel,NN,22548
Landesgericht,Landesgericht,NN,22547
Baudenkmäler,Baudenkmal,NN,22546
Ziege,Ziege,NN,22545
Vorgeschmack,Vorgeschmack,NN,22545
sukzessive,sukzessiv,ADJA,22545
Synergien,Synergie,NN,22539.70403
Bundeskriminalamt,Bundeskriminalamt,NN,22538
Gas-,Gas-,TRUNC,22537
Nationalbibliothek,Nationalbibliothek,NN,22537
Independent,UNKNOWN,NE,22536.65282
Landesliste,Landesliste,NN,22536
fruchtbaren,fruchtbar,ADJA,22533
PDS-Fraktion,PDS-Fraktion,NN,22533
Perle,Perle,NN,22531.71701
Gewichtsklasse,Gewichtsklasse,NN,22531
übernehme,übernehmen,VVFIN,22530
Gold-,Gold-,TRUNC,22530
Hooligans,Hooligan,NN,22529
telefonische,telefonisch,ADJA,22528
Migros,UNKNOWN,NE,22527.81204
Mittelschicht,Mittelschicht,NN,22525
erfüllten,erfüllen,VVFIN,22524.4138
Königshaus,Königshaus,NN,22524
Neulinge,Neuling,NN,22524
Bewaffnung,Bewaffnung,NN,22522
freudig,freudig,ADJD,22522
größtem,groß,ADJA,22521
besiegten,besiegen,VVFIN,22520.36627
Redirect,unknown,NN,22520.30969
Pieper,Pieper,NE,22520
schlafen,schlafen,VVFIN,22518.98742
abrufen,abrufen,VVINF,22517.25065
erlebten,erlebt,ADJA,22517.2042
gerammt,rammen,VVPP,22517
Selbstverteidigung,Selbstverteidigung,NN,22516
innenpolitischen,innenpolitisch,ADJA,22515
Chemnitzer,Chemnitzer,NN,22515
Dhabi,UNKNOWN,NE,22514.02829
Spitzenposition,Spitzenposition,NN,22514
Frauenbewegung,Frauenbewegung,NN,22514
Willem,Willem,NE,22513
Wüst,wüst,ADJD,22512
Bibliser,Bibliser,ADJA,22511.28086
Geborgenheit,Geborgenheit,NN,22511
verzögert,verzögern,VVFIN,22509.71578
Hermine,Hermine,NE,22508
einholen,einholen,VVINF,22507.46003
zeitnah,zeitnah,ADJD,22507
zweistündigen,zweistündig,ADJA,22506
Experimenten,Experiment,NN,22505
157,@card@,CARD,22505
Wittenbach,Wittenbach,NE,22504
Hofe,Hof,NN,22501
dargestellten,dargestellt,ADJA,22501
angedroht,androhen,VVPP,22500
Vorherrschaft,Vorherrschaft,NN,22499
Feuers,Feuer,NN,22496
dumme,dumm,ADJA,22495
eingefroren,einfrieren,VVPP,22493
Zurufe,zurufen,VVFIN,22492.916
fliegende,fliegend,ADJA,22491
 V,unknown,NN,22490.66669
floss,fließen,VVFIN,22490
Belegen,Beleg,NN,22489.13998
belassen,belassen,VVPP,22487.21047
provisorische,provisorisch,ADJA,22483
auszahlen,auszahlen,VVINF,22482.25225
Netzes,Netz,NN,22481
vollziehen,vollziehen,VVINF,22478.39162
Artgenossen,Artgenosse,NN,22478
Fischen,Fischen,NE,22477.15925
Stichworte,Stichwort,NN,22476
Portland,Portland,NN,22476
Vorweihnachtszeit,Vorweihnachtszeit,NN,22472
Pakistans,Pakistan,NE,22471
Bravour,Bravour,NN,22468
Susi,Susi,NE,22468
Grünstadt,Grünstadt,NE,22466
beigetreten,beitreten,VVPP,22466
körperlicher,körperlich,ADJA,22462.62424
Heimen,Heim,NN,22462.24445
merke,merken,VVFIN,22462
Jets,Jet,NN,22462
Informatiker,Informatiker,NN,22462
abgewendet,abwenden,VVPP,22461
Senatsverwaltung,Senatsverwaltung,NN,22461
Populismus,Populismus,NN,22461
Bryan,Bryan,NE,22460
Erdbeeren,Erdbeere,NN,22459
verspielt,verspielen,VVPP,22457.52156
aufwändig,aufwendig,ADJD,22457
investierte,investieren,VVFIN,22456.46828
Wieselburg,Wieselburg,NN,22455
1730,@card@,CARD,22452
95,@ord@,ADJA,22451
Juristin,Juristin,NN,22449
PKW,PKW,NN,22449
Beeren,Beere,NN,22446.28799
Inwieweit,inwieweit,ADV,22446
Tourismusverband,Tourismusverband,NN,22442
Selektion,Selektion,NN,22440
Stets,stets,ADV,22439
Heino,Heino,NE,22439
habilitierte,habilitieren,VVFIN,22438.52974
Schwartz,UNKNOWN,NE,22437.58555
fressen,fressen,VVINF,22437.24108
Hauptausschuss,Hauptausschuss,NN,22437
publizierte,publizieren,VVFIN,22435.51249
Erwägung,Erwägung,NN,22435
fundierte,fundiert,ADJA,22434.68595
EMS,Ems,NE,22434.55203
Database,UNKNOWN,NE,22431.70378
Jeffrey,Jeffrey,NE,22431
Gesundheitsministerium,Gesundheitsministerium,NN,22424
Lichte,Licht,NN,22423.20235
zweit,zweit,ADJD,22423
Kosovo-Albaner,Kosovo-Albaner,NN,22421
Kelten,Kelte,NN,22419.18429
ev.,ev.,ADJA,22419
Knieverletzung,Knieverletzung,NN,22415
Bundesstraßen,Bundesstraße,NN,22415
Werbegemeinschaft,Werbegemeinschaft,NN,22413
Gemessen,gemessen,ADJD,22412.32039
benannte,benannt,ADJA,22410.13009
Frische,Frische,NN,22410.12273
Rasch,rasch,ADJD,22410
beurteilen,beurteilen,VVFIN,22405.75317
Alptraum,Alptraum,NN,22403
Hughes,UNKNOWN,NE,22400.11293
Sternsinger,Sternsinger,NE,22400
Marilyn,Marilyn,NE,22400
Duschen,Dusche,NN,22399.56297
Gesine,Gesine,NE,22397
Friedman,UNKNOWN,NE,22396.29824
festgelegte,festgelegt,ADJA,22395
Wrestling,Wrestling,NN,22395
unterschied,unterscheiden,VVFIN,22391
basierend,basierend,ADJD,22389
Umrahmung,Umrahmung,NN,22388
gekehrt,kehren,VVPP,22387
guckt,gucken,VVFIN,22384.42978
überlässt,überlassen,VVFIN,22384
gepaart,paaren,VVPP,22383
beherbergt,beherbergen,VVPP,22382.52397
Betriebsleiter,Betriebsleiter,NN,22382
Erlebnissen,Erlebnis,NN,22378.65322
Nachnamen,Nachname,NN,22376
sinngemäß,sinngemäß,ADJD,22376
Hohl,Hohl,NE,22374.12004
Gibson,Gibson,NE,22374
signalisiert,signalisieren,VVFIN,22373.78498
No.,unknown,ADJA,22370.8892
Flaute,Flaute,NN,22368.94354
Euer,euer,PPOSAT,22367.95587
konkreter,konkret,ADJA,22367.76012
Bauernverband,Bauernverband,NN,22367
Skigebiet,Skigebiet,NN,22365
Rollstuhlfahrer,Rollstuhlfahrer,NN,22364
Plateau,Plateau,NN,22364
198,@card@,CARD,22363
Ehe,ehe,KOUS,22361.08662
Präsent,Präsent,NN,22358.97325
Professionalität,Professionalität,NN,22351
riß,reißen,VVFIN,22349
Dose,Dose,NN,22347
Kissen,Kissen,NN,22346.68735
Übergänge,Übergang,NN,22345
herausgekommen,herauskommen,VVPP,22344
Ravensburg,Ravensburg,NE,22344
Landeck,Landeck,NN,22344
eingestehen,eingestehen,VVINF,22343.17046
Bundesligist,Bundesligist,NN,22342
geringerer,gering,ADJA,22342
fett,fett,ADJD,22341
173,@card@,CARD,22338
Geschenken,Geschenk,NN,22337
bewarb,bewerben,VVFIN,22334
Ureinwohner,Ureinwohner,NN,22332
Grabe,Grab,NN,22330.62178
Mandant,Mandant,NN,22329.01728
Lebensjahre,Lebensjahr,NN,22326
Einzelhandels,Einzelhandel,NN,22325
Kreide,Kreide,NN,22324.1338
leugnen,leugnen,VVINF,22322.70252
kritischer,kritisch,ADJD,22322.48962
schwierigsten,schwierig,ADJA,22320.94695
Rückstellungen,Rückstellung,NN,22318
Christliche,christlich,ADJA,22317.26726
Kleinigkeit,Kleinigkeit,NN,22317
ungünstigen,ungünstig,ADJA,22317
unvermittelt,unvermittelt,ADJD,22316
gesegnet,segnen,VVPP,22314.32394
Ladies,Lady,NN,22314
Überschriften,Überschrift,NN,22312
Abwägung,Abwägung,NN,22311
angedacht,andenken,VVPP,22308
Marian,Marian,NE,22305
spendeten,spenden,VVFIN,22304
Zerschlagung,Zerschlagung,NN,22304
Einzel-,Einzel-,TRUNC,22302
Bildungseinrichtungen,Bildungseinrichtung,NN,22299
kandidiert,kandidieren,VVPP,22298.3498
Rosberg,Rosberg,NE,22297
ran,ran,ADV,22294.76545
Ostteil,Ostteil,NN,22293
Faktum,Faktum,NN,22288
Alpha,Alpha,NN,22287
Krimis,Krimi,NN,22287
theologische,theologisch,ADJA,22286
Erstaufführung,Erstaufführung,NN,22286
out,out,NE,22285.78011
gesundheitlich,gesundheitlich,ADJD,22285
Verwandlung,Verwandlung,NN,22285
günstigere,günstig,ADJA,22285
Bürgers,Bürger,NN,22282
Forschungsergebnisse,Forschungsergebnis,NN,22282
erschöpft,erschöpft,ADJD,22281.82488
institutionellen,institutionell,ADJA,22279
kW/,unknown,NN,22275.16713
FIS,Fis,NN,22275.14116
Gewölbe,Gewölbe,NN,22275
Explosionen,Explosion,NN,22275
Schmidts,Schmidt,NE,22275
Coca-Cola,Coca-Cola,NE,22273
letztmals,letztmals,ADV,22273
festhält,festhalten,VVFIN,22272
Strieder,UNKNOWN,NE,22270.85836
ernten,ernten,VVINF,22270.57793
Ampeln,Ampel,NN,22270.02679
Energieträger,Energieträger,NN,22269.61718
schottische,schottisch,ADJA,22269
anzugreifen,angreifen,VVIZU,22267
Diebstahls,Diebstahl,NN,22267
Sternbild,Sternbild,NN,22266
22-jährige,unknown,ADJA,22264.14361
216,@card@,CARD,22264
Nobelpreisträger,Nobelpreisträger,NN,22263.96078
erstatten,erstatten,VVINF,22262.7806
Radprofi,Radprofi,NN,22262
Bundeslandes,Bundesland,NN,22261
Chorgemeinschaft,Chorgemeinschaft,NN,22259
3:05,@card@,CARD,22254
nationalistischen,nationalistisch,ADJA,22252
verankern,verankern,VVINF,22251.90014
Bretter,Brett,NN,22251
U-Haft,U-Haft,NN,22250
verurteilen,verurteilen,VVINF,22249.62901
Groschen,Groschen,NN,22248
Echte,echt,ADJA,22245.94635
widerlegen,widerlegen,VVINF,22244.50937
Schlussfolgerungen,Schlussfolgerung,NN,22243.91217
Start-,Start-,TRUNC,22242
Wochenbeginn,Wochenbeginn,NN,22239
Besitzern,Besitzer,NN,22236.75548
dotierten,dotieren,VVFIN,22236.12829
SS,SS,NN,22234.26005
feiner,fein,ADJA,22234.13623
"1,75","1,75",CARD,22232
93,@ord@,ADJA,22232
GRÜNE,grün,ADJA,22231.31635
Liedes,Lied,NN,22230
geduldet,dulden|gedulden,VVPP,22227.91024
Hecking,UNKNOWN,NE,22227.4137
Bestmarke,Bestmarke,NN,22223
Tscheche,Tscheche,NN,22223
Inhaberin,Inhaberin,NN,22222
nutze,nutzen,VVFIN,22221
Stimmbürger,Stimmbürger,NN,22219
speichern,speichern,VVINF,22217.8538
verärgert,verärgern,VVPP,22217.65793
Staatengemeinschaft,Staatengemeinschaft,NN,22217
Rentenreform,Rentenreform,NN,22217
indirekte,indirekt,ADJA,22217
mageren,mager,ADJA,22217
haut,hauen,VVFIN,22216.68726
widerstehen,widerstehen,VVINF,22214.5483
unüblich,unüblich,ADJD,22213
ANC,ANC,NE,22213
Memphis,Memphis,NE,22212
Kopfschütteln,Kopfschütteln,NN,22209
Schwabach,Schwabach,NE,22207
hinzuzufügen,hinzufügen,VVIZU,22207
Gegenvorschlag,Gegenvorschlag,NN,22205
schwieg,schweigen,VVFIN,22205
Bravo,Bravo,NN,22204.17999
ungeheuer,ungeheuer,ADJD,22204
Sachbearbeiter,Sachbearbeiter,NN,22203
hinzu,hinzu,ADV,22202.06701
Wings,UNKNOWN,NE,22201.31005
Weingartner,UNKNOWN,NE,22201.24006
Kempf,UNKNOWN,NE,22199.75635
Nostalgie,Nostalgie,NN,22199
